"LOCATION","Country","INDICATOR","Indicator","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","RGDP_INDEX","GDP per capita index","A","Annual","2021","2021","IDX","Index","0","Units",,,108.42,,
"NLD","Netherlands","RGDP_INDEX","GDP per capita index","A","Annual","2022","2022","IDX","Index","0","Units",,,111.93,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2008","2008","IDX","Index","0","Units",,,99.89,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2009","2009","IDX","Index","0","Units",,,95.95,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2010","2010","IDX","Index","0","Units",,,96.27,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2011","2011","IDX","Index","0","Units",,,96.13,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2012","2012","IDX","Index","0","Units",,,96.27,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2013","2013","IDX","Index","0","Units",,,96.16,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2014","2014","IDX","Index","0","Units",,,96.51,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2015","2015","IDX","Index","0","Units",,,98.03,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2016","2016","IDX","Index","0","Units",,,99.6,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2017","2017","IDX","Index","0","Units",,,101.24,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2018","2018","IDX","Index","0","Units",,,104.25,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2019","2019","IDX","Index","0","Units",,,105.48,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2020","2020","IDX","Index","0","Units",,,103.8,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2021","2021","IDX","Index","0","Units",,,109.02,,
"DNK","Denmark","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2022","2022","IDX","Index","0","Units",,,106.52,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,9.01,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.76,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,11.05,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,11.37,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.75,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.22,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,11.98,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,12.47,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,12.22,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,11.77,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,12.64,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,15.16,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,14.8,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,15.57,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,17.53,,
"HUN","Hungary","HHSAV","Household gross savings rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,13.44,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2007","2007","IDX","Index","0","Units",,,100.7,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2008","2008","IDX","Index","0","Units",,,97.99,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2009","2009","IDX","Index","0","Units",,,98.26,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2010","2010","IDX","Index","0","Units",,,99.29,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2011","2011","IDX","Index","0","Units",,,98.66,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2012","2012","IDX","Index","0","Units",,,98.82,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2013","2013","IDX","Index","0","Units",,,99.36,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2014","2014","IDX","Index","0","Units",,,99.92,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2015","2015","IDX","Index","0","Units",,,100.54,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2016","2016","IDX","Index","0","Units",,,100.42,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2017","2017","IDX","Index","0","Units",,,100.88,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2018","2018","IDX","Index","0","Units",,,101.07,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2019","2019","IDX","Index","0","Units",,,100.72,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2020","2020","IDX","Index","0","Units",,,98.78,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2021","2021","IDX","Index","0","Units",,,99.79,,
"OECD","OECD - Total","COCONF","Consumer confidence","A","Annual","2022","2022","IDX","Index","0","Units",,,97.25,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,4.34,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,5.47,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,3.51,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,0.25,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,1.25,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,0.86,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,5.61,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,3.02,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,6.03,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,3.41,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,3.98,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,4.51,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,4.11,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,-1.81,,
"POL","Poland","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,1.22,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2007","2007","PC","Percentage","0","Units",,,94.79,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2008","2008","PC","Percentage","0","Units",,,95.82,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2009","2009","PC","Percentage","0","Units",,,98.49,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2010","2010","PC","Percentage","0","Units",,,97.45,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2011","2011","PC","Percentage","0","Units",,,97.32,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2012","2012","PC","Percentage","0","Units",,,95.87,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2013","2013","PC","Percentage","0","Units",,,95.86,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2014","2014","PC","Percentage","0","Units",,,96.14,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2015","2015","PC","Percentage","0","Units",,,95.28,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2016","2016","PC","Percentage","0","Units",,,94.58,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2017","2017","PC","Percentage","0","Units",,,93.72,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2018","2018","PC","Percentage","0","Units",,,92.99,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2019","2019","PC","Percentage","0","Units",,,92.96,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2020","2020","PC","Percentage","0","Units",,,96,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2021","2021","PC","Percentage","0","Units",,,94.28,,
"AUS","Australia","HHNT","Net cash transfers to the households","A","Annual","2022","2022","PC","Percentage","0","Units",,,91.8,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2007","2007","IDX","Index","0","Units",,,100.34,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2008","2008","IDX","Index","0","Units",,,99.38,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2009","2009","IDX","Index","0","Units",,,100.35,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2010","2010","IDX","Index","0","Units",,,99.44,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2011","2011","IDX","Index","0","Units",,,98.04,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2012","2012","IDX","Index","0","Units",,,96.53,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2013","2013","IDX","Index","0","Units",,,97.13,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2014","2014","IDX","Index","0","Units",,,98.58,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2015","2015","IDX","Index","0","Units",,,100.26,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2016","2016","IDX","Index","0","Units",,,100.38,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2017","2017","IDX","Index","0","Units",,,100.21,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2018","2018","IDX","Index","0","Units",,,101.42,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2019","2019","IDX","Index","0","Units",,,100.65,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2020","2020","IDX","Index","0","Units",,,99.57,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2021","2021","IDX","Index","0","Units",,,102.12,,
"ITA","Italy","COCONF","Consumer confidence","A","Annual","2022","2022","IDX","Index","0","Units",,,98.26,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,0.69,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,-0.4,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,-1.07,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,-0.82,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,1.08,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,-2.39,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,-0.07,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,-1.14,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,1.29,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,1,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,0.76,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,0.42,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,-2.95,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,1.6,,
"AUT","Austria","RHHGDI","Real household gross disposable income per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,2.22,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,9.65,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.44,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,15.23,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,13.79,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,14.28,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,15.68,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,15.87,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,16.91,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,16.49,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,17.02,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,15.67,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,16.25,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,18.31,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,24.86,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,23.27,,
"NLD","Netherlands","HHSAV","Household gross savings rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,19.44,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2007","2007","PC","Percentage","0","Units",,,195.21,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2008","2008","PC","Percentage","0","Units",,,195.64,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2009","2009","PC","Percentage","0","Units",,,194.65,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2010","2010","PC","Percentage","0","Units",,,198.78,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2011","2011","PC","Percentage","0","Units",,,202.2,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2012","2012","PC","Percentage","0","Units",,,205.9,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2013","2013","PC","Percentage","0","Units",,,207.52,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2014","2014","PC","Percentage","0","Units",,,210.64,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2015","2015","PC","Percentage","0","Units",,,207.88,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2016","2016","PC","Percentage","0","Units",,,216.38,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2017","2017","PC","Percentage","0","Units",,,220.56,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2018","2018","PC","Percentage","0","Units",,,225.41,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2019","2019","PC","Percentage","0","Units",,,226.61,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2020","2020","PC","Percentage","0","Units",,,231.97,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2021","2021","PC","Percentage","0","Units",,,230.35,,
"NOR","Norway","ENDT","Household indebtedness ratio","A","Annual","2022","2022","PC","Percentage","0","Units",,,233.51,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2007","2007","PC","Percentage","0","Units",,,18.31,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2008","2008","PC","Percentage","0","Units",,,17.46,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2009","2009","PC","Percentage","0","Units",,,20.78,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2010","2010","PC","Percentage","0","Units",,,20.22,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.8,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2012","2012","PC","Percentage","0","Units",,,19.97,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2013","2013","PC","Percentage","0","Units",,,21.04,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2014","2014","PC","Percentage","0","Units",,,22.36,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2015","2015","PC","Percentage","0","Units",,,22.56,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2016","2016","PC","Percentage","0","Units",,,21.93,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2017","2017","PC","Percentage","0","Units",,,21.81,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2018","2018","PC","Percentage","0","Units",,,21.12,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2019","2019","PC","Percentage","0","Units",,,20.55,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2020","2020","PC","Percentage","0","Units",,,25.32,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2021","2021","PC","Percentage","0","Units",,,20.8,,
"AUS","Australia","LAB_UR6","Labour underutilisation rate","A","Annual","2022","2022","PC","Percentage","0","Units",,,15.86,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2008","2008","GRWH","Growth rate","0","Units",,,-0.11,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2009","2009","GRWH","Growth rate","0","Units",,,-3.95,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2010","2010","GRWH","Growth rate","0","Units",,,0.33,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2011","2011","GRWH","Growth rate","0","Units",,,-0.14,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2012","2012","GRWH","Growth rate","0","Units",,,0.14,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2013","2013","GRWH","Growth rate","0","Units",,,-0.12,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2014","2014","GRWH","Growth rate","0","Units",,,0.37,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2015","2015","GRWH","Growth rate","0","Units",,,1.58,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2016","2016","GRWH","Growth rate","0","Units",,,1.6,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2017","2017","GRWH","Growth rate","0","Units",,,1.65,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2018","2018","GRWH","Growth rate","0","Units",,,2.97,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2019","2019","GRWH","Growth rate","0","Units",,,1.18,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2020","2020","GRWH","Growth rate","0","Units",,,-1.59,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2021","2021","GRWH","Growth rate","0","Units",,,5.03,,
"DNK","Denmark","HHFINCON","Real household final consumption expenditure per capita, growth rate compared to previous quarter","A","Annual","2022","2022","GRWH","Growth rate","0","Units",,,-2.29,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2007","2007","IDX","Index","0","Units",,,100,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2008","2008","IDX","Index","0","Units",,,100.05,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2009","2009","IDX","Index","0","Units",,,98.56,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2010","2010","IDX","Index","0","Units",,,100.47,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2011","2011","IDX","Index","0","Units",,,102.2,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2012","2012","IDX","Index","0","Units",,,104.34,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2013","2013","IDX","Index","0","Units",,,107.19,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2014","2014","IDX","Index","0","Units",,,108.94,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2015","2015","IDX","Index","0","Units",,,111.08,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2016","2016","IDX","Index","0","Units",,,114.89,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2017","2017","IDX","Index","0","Units",,,118.7,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2018","2018","IDX","Index","0","Units",,,121.94,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2019","2019","IDX","Index","0","Units",,,123.66,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2020","2020","IDX","Index","0","Units",,,118.81,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2021","2021","IDX","Index","0","Units",,,127.02,,
"NZL","New Zealand","HHFC_INDEX","Real household final consumption expenditure per capita index","A","Annual","2022","2022","IDX","Index","0","Units",,,130.74,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2007","2007","PC","Percentage","0","Units",,,105.2,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2008","2008","PC","Percentage","0","Units",,,73.12,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2009","2009","PC","Percentage","0","Units",,,101.49,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2010","2010","PC","Percentage","0","Units",,,130.45,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2011","2011","PC","Percentage","0","Units",,,143.62,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2012","2012","PC","Percentage","0","Units",,,170.05,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2013","2013","PC","Percentage","0","Units",,,170.96,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2014","2014","PC","Percentage","0","Units",,,202.1,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2015","2015","PC","Percentage","0","Units",,,214.55,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2016","2016","PC","Percentage","0","Units",,,218.28,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2017","2017","PC","Percentage","0","Units",,,214.61,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2018","2018","PC","Percentage","0","Units",,,225.41,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2019","2019","PC","Percentage","0","Units",,,247.79,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2020","2020","PC","Percentage","0","Units",,,266,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2021","2021","PC","Percentage","0","Units",,,287.4,,
"IRL","Ireland","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2022","2022","PC","Percentage","0","Units",,,257.53,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2007","2007","PC","Percentage","0","Units",,,234.19,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2008","2008","PC","Percentage","0","Units",,,255.06,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2009","2009","PC","Percentage","0","Units",,,255.03,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2010","2010","PC","Percentage","0","Units",,,281.74,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2011","2011","PC","Percentage","0","Units",,,315.21,,
"NLD","Netherlands","SBF90GDI","Household financial net worth as a percentage of GDI","A","Annual","2012","2012","PC","Percentage","0","Units",,,345.17,,
