"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,2017430.527099,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,2023761.50739826,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,2057996.1188067,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,2107956,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,2174037.85153491,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,2209627.76778251,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,2256858.76841664,,
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,2278989.97154341,"E","Estimated value"
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,2308175.26955389,"E","Estimated value"
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,2319732.12405051,"E","Estimated value"
"DEU","Germany","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2022","2022",,,"0","Units",,,2320572.44921516,"E","Estimated value"
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2000","2000",,,"0","Units",,,975224.366569542,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2001","2001",,,"0","Units",,,1008479.99406939,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2002","2002",,,"0","Units",,,1038299.14038475,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,1059449.77607418,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,1082562.87056606,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,1105786.15800677,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,1132543.08359747,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,1130365.9630494,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,1134739.59801782,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,1165509.32096615,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,1204569.78689023,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,1215192.71982419,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,1214291.42808139,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,1227965.46215414,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,1246562.30154457,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,1291278,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,1334667.78974612,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,1358472.31484875,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,1382131.10804025,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,1408827.56358912,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,1395303.60648697,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,1416890.33793352,,
"DNK","Denmark","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2022","2022",,,"0","Units",,,1428928.91971219,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,14047018.2251221,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,14805413.420065,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,15546774.0878494,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,16614546.2984954,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,17661772.2251292,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,18476120.4623481,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,18775500.2644781,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,18135251.4383233,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,17730333.697995,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,16961788.3351126,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,16865492.1302635,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,17518106.326823,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,16914338.9729201,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,17237676.0086702,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,17772415.8286013,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,18420623,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,19214533.317997,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,20410715.415409,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,22126644.0113681,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,23185601.1885858,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,23017677.2355113,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,24648123.3876471,,
"HUN","Hungary","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,24951474.5071042,"E","Estimated value"
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2000","2000",,,"0","Units",,,1921346.24102879,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2001","2001",,,"0","Units",,,2027384.82702918,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2002","2002",,,"0","Units",,,2086659.39750187,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,2102144.62476425,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,2118191.81322116,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,2170268.89642831,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,2262194.69471089,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,2361027.61710786,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,2423266.21563888,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,2464548.72184658,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,2529325.58901401,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,2599922.14239042,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,2679129.39318113,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,2723530.51102338,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,2774579.14055735,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,2852072,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,2961940.59547276,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,3001136.97173989,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,3043430.32741237,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,3089452.97781072,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,3059404.96444812,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,3177515.50737653,,
"SWE","Sweden","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2022","2022",,,"0","Units",,,3171798.63572672,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,1645143.94088125,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,1701193.63487312,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,1752313.71895419,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,1827733.39118598,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,1863661.47918019,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,1956696.93130341,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,2059109.93977936,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,2123863.75453839,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,2173359.79528721,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,2215627.6993391,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,2229561.9391823,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,2204593.97267717,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,2189285.78836532,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,2176534.72820229,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,2232341.44860408,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,2313431,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,2385140.37118155,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,2501480.20429042,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,2605749.95850002,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,2702559.80195969,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,2689047.56045893,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,2804043.77845133,,
"CZE","Czechia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,2698017.22536068,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2003","2003",,,"0","Units",,,10830255.0278155,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2004","2004",,,"0","Units",,,11375698.7838807,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2005","2005",,,"0","Units",,,11674010.540308,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2006","2006",,,"0","Units",,,12379379.7342147,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2007","2007",,,"0","Units",,,12584693.1617336,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2008","2008",,,"0","Units",,,12780204.0774637,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2009","2009",,,"0","Units",,,12932715.6951184,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2010","2010",,,"0","Units",,,13272019.5667164,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2011","2011",,,"0","Units",,,14013251.9832645,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2012","2012",,,"0","Units",,,13977762.3510039,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2013","2013",,,"0","Units",,,14058241.7023155,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2014","2014",,,"0","Units",,,14527073.2249167,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2015","2015",,,"0","Units",,,15217745.85,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2016","2016",,,"0","Units",,,15480379.4532028,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2017","2017",,,"0","Units",,,15605681.07911,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2018","2018",,,"0","Units",,,15784944.2026804,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2019","2019",,,"0","Units",,,16348906.0316829,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2020","2020",,,"0","Units",,,15406028.2010957,,
"MEX","Mexico","B7NS14_S15P41DEF","Real household net adjusted disposable income, deflated by actual individual consumption, millions of national currency","2021","2021",,,"0","Units",,,16127640.7460374,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,569698.960534083,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,592140.855174738,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,609107.369574657,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,632147.709140362,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,644111.981621576,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,665263.667662975,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,678682.248061294,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,690281.195554953,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,702270.387302006,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,704710.142594074,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,693983.326363089,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,683574.447125393,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,635765.854923884,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,629412.520104761,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,628408.676640374,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,653814,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,670091.959229636,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,680933.931290573,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,690603.898347901,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,717806.112937785,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,700202.268284715,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,714728.712445771,,
"ESP","Spain","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,696559.691293237,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,17681.3425208796,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,18486.9647601007,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,19029.1737935316,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,19085.3431160705,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,19585.4757117288,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,20528.6005047929,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,21084.143645358,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,22022.7307331846,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,22605.65013718,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,22393.6534157506,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,22270.8317495755,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2011","2011",,,"0","Units",,,22311.626367898,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2012","2012",,,"0","Units",,,21346.4405537644,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2013","2013",,,"0","Units",,,20882.8637347705,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2014","2014",,,"0","Units",,,21185.0167930513,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2015","2015",,,"0","Units",,,21674.88735,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2016","2016",,,"0","Units",,,22737.5361366914,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2017","2017",,,"0","Units",,,23492.4996569394,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2018","2018",,,"0","Units",,,24542.6566229918,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2019","2019",,,"0","Units",,,25573.441818671,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2020","2020",,,"0","Units",,,26759.9463690407,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2021","2021",,,"0","Units",,,27838.2166885604,,
"SVN","Slovenia","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2022","2022",,,"0","Units",,,27711.5886647925,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2000","2000",,,"0","Units",,,1071795.25526887,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2001","2001",,,"0","Units",,,1095797.04725574,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2002","2002",,,"0","Units",,,1105034.62488877,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2003","2003",,,"0","Units",,,1108739.92189901,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2004","2004",,,"0","Units",,,1122730.74763443,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2005","2005",,,"0","Units",,,1128289.42481318,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2006","2006",,,"0","Units",,,1138784.26744616,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2007","2007",,,"0","Units",,,1153334.25605503,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2008","2008",,,"0","Units",,,1133695.95911121,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2009","2009",,,"0","Units",,,1109289.5031213,,
"ITA","Italy","B6NS14_S15DEF","Real household net disposable income, deflated by household Final consumption, millions of national currency","2010","2010",,,"0","Units",,,1088206.61576345,,
